PassengerId,Survived,y_pred_class_ensemble,y_pred_class_gaussian,y_pred_class_knn,y_pred_class_logreg,y_pred_class_rfclsf,y_pred_class_svc
866,1,0,1,0,1,1,1
867,1,0,1,0,1,1,1
868,0,0,0,1,0,0,0
869,0,0,0,0,0,0,0
870,1,0,1,1,0,1,1
871,0,0,0,0,0,0,0
872,1,1,1,1,1,1,1
873,0,0,0,0,0,0,0
874,0,0,0,0,0,0,0
875,1,0,1,0,1,1,1
876,1,0,1,0,1,1,1
877,0,0,0,0,0,0,0
878,0,0,0,0,0,0,0
879,0,0,0,0,0,0,0
880,1,1,1,1,1,1,1
881,1,0,1,0,1,1,1
882,0,0,0,0,0,0,0
883,0,0,0,0,1,0,0
884,0,0,0,0,0,0,0
885,0,0,0,0,0,0,0
886,0,0,1,0,1,0,0
887,0,0,0,0,0,0,0
888,1,1,1,1,1,1,1
889,0,0,1,0,1,0,0
890,1,0,0,1,1,1,1
891,0,0,0,0,0,0,0
